uid,site_clean,date,lon_gda94,lat_gda94,bio_l_kg1ha,bio_t_kg1ha,bio_b_kg1ha,bio_w_kg1ha,bio_br_kg1ha,bio_s_kg1ha,bio_r_kg1ha,bio_agb_kg1ha,c_l_kg1ha,c_t_kg1ha,c_b_kg1ha,c_w_kg1ha,c_br_kg1ha,c_s_kg1ha,c_r_kg1ha,c_agb_kg1ha,geometry,basal_dt,im_date,band,fire_count,fire_min,fire_max,fire_mean,fire_sum,fire_std,fire_med,fire_major,fire_minor,jan,feb,mar,april,may,june,july,aug,sep,oct,nov,dec,s_date,e_date,image_s_dt,image_e_dt,area_ha,jan_per,feb_per,mar_per,april_per,may_per,june_per,july_per,aug_per,sep_per,oct_per,nov_per,dec_per,burnt_enco,burnt_cat,fire_sn_ord,fire_sn_cat,fire_f,fire_tot,since_fire,fire_gap,fire_pois1_2,fire_pois1_5,fire_pois1_10,year,tot_an_emsi_avg,tot_an_emsi_avg_R,tot_an_emsi_avg_si,emsi_dt,tot_an_drsi_avg,tot_an_drsi_avg_R,tot_an_drsi_avg_si,drsi_dt,tot_avg_emse_djf,tot_avg_emse_mam,tot_avg_emse_jja,tot_avg_emse_son,tot_avg_emse_dry,tot_avg_emse_wet,tot_avg_emse_annual,emse_dt,tot_avg_drse_djf,tot_avg_drse_mam,tot_avg_drse_jja,tot_avg_drse_son,tot_avg_drse_dry,tot_avg_drse_wet,tot_avg_drse_annual,drse_dt,rain_d_mean,et_ma_mean,tmax_mean,tmin_mean,rh_tmax_mean,rh_tmin_mean,b1_wfp_dry_min,b1_wfp_dry_max,b1_wfp_dry_mean,b1_wfp_dry_std,b1_wfp_dry_med,b1_wfp_dry_p25,b1_wfp_dry_p50,b1_wfp_dry_p75,b1_wfp_dry_p95,b1_wfp_dry_p99,b1_wdc_dry_major,b1_wdc_dry_minor,b1_n17_dry_major,b1_n17_dry_minor,b1_hsd_min,b1_hsd_max,b1_hsd_mean,b1_hsd_std,b1_hsd_med,b1_hsd_p25,b1_hsd_p50,b1_hsd_p75,b1_hsd_p95,b1_hsd_p99,b1_hmc_min,b1_hmc_max,b1_hmc_mean,b1_hmc_std,b1_hmc_med,b1_hmc_p25,b1_hmc_p50,b1_hmc_p75,b1_hmc_p95,b1_hmc_p99,b1_hcv_min,b1_hcv_max,b1_hcv_mean,b1_hcv_std,b1_hcv_med,b1_hcv_p25,b1_hcv_p50,b1_hcv_p75,b1_hcv_p95,b1_hcv_p99,hcv_dt,b1_h99_min,b1_h99_max,b1_h99_mean,b1_h99_std,b1_h99_med,b1_h99_p25,b1_h99_p50,b1_h99_p75,b1_h99_p95,b1_h99_p99,b1_fdc_dry_major,b1_fdc_dry_minor,b1_ccw_dry_min,b1_ccw_dry_max,b1_ccw_dry_mean,b1_ccw_dry_std,b1_ccw_dry_med,b1_ccw_dry_p25,b1_ccw_dry_p50,b1_ccw_dry_p75,b1_ccw_dry_p95,b1_ccw_dry_p99,b1_dbifm_dry_min,b1_dbifm_dry_max,b1_dbifm_dry_mean,b1_dp1fm_dry_min,b1_dp1fm_dry_max,b1_dp1fm_dry_mean,b1_dp1fm_dry_std,b1_dp1fm_dry_med,b1_dp1fm_dry_p25,b1_dp1fm_dry_p50,b1_dp1fm_dry_p75,b1_dp1fm_dry_p95,b1_dp1fm_dry_p99,b2_dp1fm_dry_min,b2_dp1fm_dry_max,b2_dp1fm_dry_mean,b2_dp1fm_dry_std,b2_dp1fm_dry_med,b2_dp1fm_dry_p25,b2_dp1fm_dry_p50,b2_dp1fm_dry_p75,b2_dp1fm_dry_p95,b2_dp1fm_dry_p99,b3_dp1fm_dry_min,b3_dp1fm_dry_max,b3_dp1fm_dry_mean,b3_dp1fm_dry_std,b3_dp1fm_dry_med,b3_dp1fm_dry_p25,b3_dp1fm_dry_p50,b3_dp1fm_dry_p75,b3_dp1fm_dry_p95,b3_dp1fm_dry_p99,b1_dbifm_dry_std,b1_dbifm_dry_med,b1_dbifm_dry_p25,b1_dbifm_dry_p50,b1_dbifm_dry_p75,b1_dbifm_dry_p95,b1_dbifm_dry_p99,b2_dbifm_dry_min,b2_dbifm_dry_max,b2_dbifm_dry_mean,b2_dbifm_dry_std,b2_dbifm_dry_med,b2_dbifm_dry_p25,b2_dbifm_dry_p50,b2_dbifm_dry_p75,b2_dbifm_dry_p95,b2_dbifm_dry_p99,b3_dbifm_dry_min,b3_dbifm_dry_max,b3_dbifm_dry_mean,b3_dbifm_dry_std,b3_dbifm_dry_med,b3_dbifm_dry_p25,b3_dbifm_dry_p50,b3_dbifm_dry_p75,b3_dbifm_dry_p95,b3_dbifm_dry_p99,b4_dbifm_dry_min,b4_dbifm_dry_max,b4_dbifm_dry_mean,b4_dbifm_dry_std,b4_dbifm_dry_med,b4_dbifm_dry_p25,b4_dbifm_dry_p50,b4_dbifm_dry_p75,b4_dbifm_dry_p95,b4_dbifm_dry_p99,b5_dbifm_dry_min,b5_dbifm_dry_max,b5_dbifm_dry_mean,b5_dbifm_dry_std,b5_dbifm_dry_med,b5_dbifm_dry_p25,b5_dbifm_dry_p50,b5_dbifm_dry_p75,b5_dbifm_dry_p95,b5_dbifm_dry_p99,b6_dbifm_dry_min,b6_dbifm_dry_max,b6_dbifm_dry_mean,b6_dbifm_dry_std,b6_dbifm_dry_med,b6_dbifm_dry_p25,b6_dbifm_dry_p50,b6_dbifm_dry_p75,b6_dbifm_dry_p95,b6_dbifm_dry_p99,dbifmdry_psB1a,dbifmdry_psB2a,dbifmdry_psB3a,dbifmdry_psB4a,dbifmdry_psB5a,dbifmdry_psB6a,dbifmdry_r32,dbifmdry_r42,dbifmdry_r43,dbifmdry_r52,dbifmdry_r53,dbifmdry_r54,dbifmdry_r62,dbifmdry_r63,dbifmdry_r64,dbifmdry_r65,dbifmdry_GSAVI,dbifmdry_GNDVI,dbifmdry_CVI,dbifmdry_NDGI,dbifmdry_RI,dbifmdry_NBR,dbifmdry_NDII,dbifmdry_GDVI,dbifmdry_MSAVI,dbifmdry_DVI,dbifmdry_SAVI,dbifmdry_NDVI,dbifmdry_MSR,,,,,,
1,agb02.2012,20120417,131.00519029974444,-12.64729111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (131.0051902997444 -12.64729111005121),17/04/2012,2012,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20120101,20121231,1/01/2012,31/12/2012,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no fire,0,no fire,0.20667,15,2,1.9,17.791,6.146,1.5350000000000001,2012,1495.9000000000008,4.298563218390805,10.794414061003819,15/06/2012,1593.0999999999756,4.352732240437091,11.476703398813394,15/06/2012,449.5,326.2999999999999,228.60000000000005,478.6,445.50000000000006,1050.4,1495.9000000000005,15/06/2012,1134.3999999999878,491.09999999999314,0.19999999999981807,184.39999999999415,38.29999999999927,1554.7999999999759,1593.0999999999756,15/06/2012,0,2,35.6,22.3,3319,3368.3,42,53,45.88888888888889,3.984538017120247,44,42,44,50,51.8,52.76000000000001,3,3,4,3,102.28093719482422,104.97284698486328,103.63281334771051,0.8254216322893094,103.64690399169922,103.03289794921876,103.64690399169922,104.1816406,104.81103973388672,104.94048553466793,104.8228530883789,110.01801300048828,107.12913513183594,1.6178084132050299,107.2939682006836,105.9360122680664,107.2939682006836,108.3828582763672,109.40090484619141,109.89459136962893,146.61700439453125,162.66964721679688,151.3176066080729,4.738802450336382,150.04795837402344,147.9796905517578,150.04795837402344,152.44070434570312,159.4104492,162.0178076171875,1/01/2012,109.95091247558594,118.3959961,114.12698703342016,2.430912420919316,114.1517333984375,112.28926849365234,114.1517333984375,115.65757751464844,117.66520690917969,118.24983825683591,3,3,63,75,68,4.570436400267363,67,63,67,73,74.19999999999997,74.84,352,415,373.66666666666674,10,11,10.666666666666666,0.4714045207910317,11,10.5,11,11,11,11,42,48,44.33333333333334,2.6246692913372702,43,42.5,43,45.5,47.5,47.9,41,46,43.66666666666666,2.0548046676563256,44,42.5,44,45,45.8,45.96,29.23848301278452,354,353,354,384.5,408.9,413.78,540,590,561,21.18175315375634,553,546.5,553,571.5,586.3,589.26,724,843,765.6666666666665,54.737758651795595,730,727,730,786.5,831.7,840.74,1935,2019,1970,35.6931366,1956,1945.5,1956,1987.5,2012.7000000000005,2017.74,2042,2235,2127,80.45288476286395,2104,2073,2104,2169.5,2221.9,2232.38,1268,1402,1323.666666666667,57.00487308604024,1301,1284.5,1301,1351.5,1391.9,1399.98,373.66666666666674,561,765.6666666666665,1970,2127,1323.666666666667,13648247,35115865,25729212,37914439,27779713,10796954,23594771,17287767,6719120,6223163,2806400,5566970,47885270,-1538462,1538462,1964774,-383207,1409000,2022182,1205000,2336781,4405850,6047316,,,,,,
2,amg01.2012,20120619,134.05167792472756,-16.38097179,413.634375,448.55283244680834,1310.2244414893612,3748.311502659573,2886.444321808512,5058.535944148936,1811.6350000000007,8376.216103723404,880.0731382978723,915.4139437689968,2673.927431610941,7649.615312,5890.702697568391,10323.542743161097,3697.214285714287,17094.31857902736,POINT (134.0516779247276 -16.38097178688785),19/06/2012,2012,1,16,10,10,10,160,0,10,10,10,0,0,0,0,0,0,0,0,0,16,0,0,20120101,20121231,1/01/2012,31/12/2012,1.4400000000000002,0,0,0,0,0,0,0,0,0,100,0,0,1,fire,2,late,0.44286,7,3,3.066666666666667,6.492000000000001,0.494,0.01,2012,794.1000000000003,2.363392857142857,10.81851169746608,15/06/2012,630.7999999999854,1.7234972677595224,11.644791542494561,15/06/2012,331,222,79.60000000000002,178.3,145.8,648.3000000000002,794.1000000000001,15/06/2012,280.79999999999336,261.79999999999427,2.099999999999909,104.59999999999673,6.299999999999727,624.4999999999853,630.7999999999853,15/06/2012,0,0.1,27,9.1,3294.4,3331.9,39,50,44,3.4641016151377544,44,42,44,46,48.8,49.76000000000001,3,3,1,4,103.04378509521484,104.93492126464844,103.87624443901908,0.7100966079240137,103.68885040283205,103.2978286743164,103.68885040283205,104.57008361816406,104.9170867919922,104.9313543701172,104.46404266357422,108.80156707763672,106.2549073961046,1.4047278040520939,105.91046142578124,105.20027160644531,105.91046142578124,107.52821350097656,108.44228973388672,108.72971160888672,156.4434051513672,198.75929260253903,169.41351826985678,12.286013644330346,164.11447143554688,161.58297729492188,164.11447143554688,176.10586547851562,190.2887542724609,197.06518493652345,1/01/2012,110.78093719482422,117.61311340332031,113.9308658175998,2.3038584689718427,113.71537017822266,111.8525848388672,113.71537017822266,116.3255844116211,117.20516357421872,117.5315234,3,3,60,73,66,4.163331998932265,67,63,67,68,71.8,72.76,236,394,292.4444444444445,7,13,11.222222222222221,2.1487866228681907,12,11,12,13,13,13,29,36,32.22222222222222,1.9309052441091965,32,31,32,33,35.2,35.84,53,59,55.22222222222222,1.6850834320114558,55,54,55,55,58.2,58.84,45.741085618732825,276,262,276,301,373.6,389.92,452,587,500.77777777777777,41.55525847,490,466,490,512,571.4,583.88,605,752,655.8888888888888,41.10540500941031,654,630,654,666,725.2,746.64,1814,2062,1938.888888888889,88.88999999305565,1925,1848,1925,2028,2049.6,2059.52,1965,2247,2074.777777777778,74.05220047413668,2055,2033,2055,2085,2198.2,2237.24,996,1222,1071.3333333333333,73.02663136752844,1026,1014,1026,1109,1190.8,1215.7600000000002,292.4444444444445,500.77777777777777,655.8888888888888,1938.888888888889,2074.777777777778,1071.3333333333333,13097404,38717550,29561240,41431107,31633068,10700860,21393388,16334067,5525501,5163605,2899973,5898277,50775600,-1341991,1341991,2881356,-338983,1438000,2197130,1283000,2534571,4947937,7201101,,,,,,
3,amg03.2012,20120620,134.03161783233472,-16.77900462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (134.0316178323347 -16.77900462426776),20/06/2012,2012,1,16,10,10,10,160,0,10,10,10,0,0,0,0,0,0,0,0,0,16,0,0,20120101,20121231,1/01/2012,31/12/2012,1.4400000000000002,0,0,0,0,0,0,0,0,0,100,0,0,1,fire,2,late,0.44286,7,1,3.8333333333333335,6.492000000000001,0.494,0.01,2012,719.1000000000012,2.219444444444445,10.670412806703299,15/06/2012,623.3999999999833,1.7032786885245443,11.889782358968006,15/06/2012,310.2000000000001,200.7,60.1,156,109.8,609.3,719.1,15/06/2012,258.39999999999327,280.19999999999527,0.3999999999996362,76.39999999999645,0.8999999999996362,622.4999999999836,623.3999999999833,15/06/2012,0,0.2,26.9,6.7,3296,3346.8,1,9,3.333333333333333,2.2852182001336816,2.5,1.75,2.5,5,6.799999999999998,8.560000000000002,1,1,1,3,101.25969696044922,101.92667388916016,101.58371861775714,0.18755099598438668,101.55874633789062,101.46559143066406,101.55874633789062,101.67919158935548,101.89551734924316,101.92044258117676,102.92213439941406,103.9278564453125,103.48564910888672,0.33380973169234546,103.56988525390624,103.19694137573242,103.56988525390624,103.72455024719238,103.89086303710936,103.92045776367188,133.45719909667972,147.11874389648438,137.6957982381185,3.6833310104339816,136.56289672851562,135.19595336914062,136.56289672851562,139.19452285766602,144.07233505249025,146.50946212768554,1/01/2012,105.4302749633789,107.36460876464844,106.5696957906087,0.5939104890422204,106.74343490600586,106.01124572753906,106.74343490600586,106.9533863067627,107.3418361663818,107.36005424499511,1,1,2,16,6.916666666666668,3.861310946067698,5.5,4.5,5.5,10,12.699999999999996,15.340000000000005,373,468,412.33333333333337,1,6,3.083333333333333,1.4976833963009524,3,2,3,4,5.4499999999999975,5.8900000000000015,1,9,4.833333333333333,2.6404965862924765,4,3,4,7.25,9,9,87,93,90.41666666666669,1.846543317180028,90.5,89,90.5,92,93,93,25.99465757078216,411,397,411,426,450.4,464.48,615,746,677.25,32.03416145304884,672,665,672,689.75,730.05,742.8100000000003,1067,1305,1160.9166666666667,61.93203039533654,1155,1111.5,1155,1178.5,1268.15,1297.63,2228,2387,2306.5,52.917388446521045,2314.5,2270.25,2314.5,2343.25,2385.9,2386.78,2947,3225,3090.5,85.85307216401752,3108.5,3017.25,3108.5,3155.75,3189.25,3217.85,1595,1802,1729.75,70.92028976252142,1744,1708,1744,1789,1800.35,1801.67,412.33333333333337,677.25,1160.9166666666667,2306.5,3090.5,1729.75,17141627,34056848,19867920,45633075,26621205,13399090,25540790,14899864,7499458,5596991,3060879,5460945,58363315,-2629287,2629287,1429988,-1452928,1629000,1787156,1146000,2030475,3306405,4099401,,,,,,
4,amg05.2012,20120621,134.09063663514416,-16.73125956,833.6121428571423,906.4649999999997,3541.7549999999987,11522.384999999998,8737.574999999997,15064.139999999996,5064.989999999998,24670.799999999992,1773.6428571428567,1849.9285714285709,7228.071428571427,23515.071428571428,17831.78571428571,30743.142857142848,10336.714285714283,50348.57142857141,POINT (134.0906366351442 -16.73125956338392),21/06/2012,2012,1,20,5,10,9.75,195,1.0897247358851685,10,10,5,0,0,0,0,1,0,0,0,0,19,0,0,20120101,20121231,1/01/2012,31/12/2012,1.8,0,0,0,0,5,0,0,0,0,95,0,0,1,fire,2,late,0.775,4,6,4.4,2.572,0.049,0,2012,730.7000000000011,2.255246913580247,10.68732614501098,15/06/2012,630.6999999999844,1.7232240437158037,11.879946483179102,15/06/2012,314.1,204.6,62.7,159.10000000000005,115,615.6999999999998,730.7000000000012,15/06/2012,281.4999999999918,271.0999999999949,0.3999999999996362,77.69999999999618,0.8999999999996362,629.7999999999847,630.6999999999844,15/06/2012,0,0.7000000000000001,27.3,5.5,3301.9,3376.5,29,39,34.833333333333336,2.9391986814247333,36,33.75,36,36,39,39,3,2,4,3,102.19986724853516,104.80581665039062,103.1392758687337,0.7522892219865678,103.02740097045898,102.52831077575684,103.02740097045898,103.62004661560059,104.27554283142088,104.69976188659668,103.58091735839844,107.58751678466795,105.14028294881183,1.1289154922219211,105.15347671508788,104.34767150878906,105.15347671508788,105.67398834228516,106.90990295410157,107.45199401855469,146.9037322998047,165.8861541748047,157.61300023396808,4.6552476251598325,157.87693786621094,155.70737838745114,157.87693786621094,159.9243927001953,164.24580535888677,165.55808441162108,1/01/2012,109.05718994140624,116.30010223388672,111.4926758,2.083345530650884,111.09813690185548,109.66592407226562,111.09813690185548,112.93808937072754,114.69111976623535,115.97830574035645,3,3,47,60,54.75,3.654335324880116,56,53.75,56,56,60,60,154,263,223.5833333333333,5,11,8.75,2.0866640042581523,9.5,6.75,9.5,10.25,11,11,33,40,37.25,2.005201569252661,38,36.75,38,38,40,40,47,60,52.75,3.3942353090693835,51.5,50.75,51.5,55.25,57.8,59.56,28.18231813665362,228,209.5,228,242,259.7,262.34,337,479,395.83333333333326,44.730365028194825,392.5,352.25,392.5,420.25,471.85,477.5699999999998,426,599,500.6666666666666,47.325703610429535,500.5,466,500.5,520.5,580.8499999999998,595.37,1365,1599,1483.5,65.94884381094182,1478.5,1436.5,1478.5,1539.5,1578.65,1594.93,1473,1971,1652.166666666667,151.49908323888368,1613,1538.75,1613,1693.75,1943.5,1965.5,768,1181,940.25,112.89384763277994,922.5,872.25,922.5,966.5,1157.9,1176.38,223.5833333333333,395.83333333333326,500.6666666666666,1483.5,1652.166666666667,940.25,12648421,37477895,29630493,41738947,32999334,11136951,23753684,18779960,6338052,5691012,2372783,5793397,47524435,-1173184,1173184,2241024,-539075,1088000,1753382,983000,2111557,4957136,7222079,,,,,,
5,amg06.2012,20120621,134.08784833411886,-16.69423322,104.27957142857142,113.39299999999999,443.05099999999993,1441.3770000000004,1093.015,1884.428,633.5980000000002,3086.160000000001,221.87142857142857,231.41428571428574,904.1857142857144,2941.585714285715,2230.6428571428573,3845.7714285714287,1293.057142857143,6298.2857142857165,POINT (134.0878483341189 -16.69423322370554),21/06/2012,2012,1,16,5,5,5,80,0,5,5,5,0,0,0,0,16,0,0,0,0,0,0,0,20120101,20121231,1/01/2012,31/12/2012,1.4400000000000002,0,0,0,0,100,0,0,0,0,0,0,0,1,fire,1,early,0.34444,9,3,2.7666666666666666,9.432,1.258,0.064,2012,739.7000000000007,2.2690184049079756,10.717298644145972,15/06/2012,648.5999999999831,1.772131147540937,11.864504467052695,15/06/2012,316.5,207.40000000000003,64.5,162.10000000000005,118.70000000000002,621,739.7000000000007,15/06/2012,277.6999999999921,275.0999999999949,0.3999999999996362,86.69999999999662,1.3999999999996362,647.1999999999833,648.5999999999831,15/06/2012,0,0.7000000000000001,27.3,5.6000000000000005,3302.1,3376.5,22,37,29.777777777777786,4.916588197741687,29,27,29,33,37,37,2,3,4,1,102.02210998535156,104.39165496826172,103.01528591579859,0.6944931972732895,103.15886688232422,102.62896728515624,103.15886688232422,103.38450622558594,103.99640655517578,104.31260528564451,103.37511444091795,107.59666442871094,104.74065399169922,1.1891087581588458,104.51953887939452,104.3121109008789,104.51953887939452,104.90679931640624,106.76307373046879,107.4299462890625,157.0168914794922,170.45291137695312,163.29356384277344,4.628377364818343,163.67877197265625,159.0252685546875,163.67877197265625,165.6571807861328,170.25120239257814,170.41256958007813,1/01/2012,108.03820037841795,115.3986358642578,110.90995364718971,1.944043603947886,111.1538543701172,109.89598083496094,111.1538543701172,111.2681121826172,113.91410522460936,115.10172973632812,3,2,37,58,48.33333333333334,6.716480559869963,47,45,47,53,58,58,200,344,259.5555555555557,2,7,5.222222222222221,1.3966450099973926,6,5,6,6,6.6,6.92,28,39,33.77777777777778,3.5206621150566337,33,32,33,36,39,39,54,64,59.444444444444436,3.624334762288909,59,57,59,63,63.6,63.92,41.52137631820536,265,236,265,275,322.8,339.76,437,550,477,37.56475889861547,465,454,465,484,544,548.8000000000002,554,685,614.6666666666665,40.898247721224756,619,589,619,642,676.2,683.24,1499,1623,1571.888888888889,48.692788524800946,1599,1518,1599,1611,1623,1623,1735,2015,1858.2222222222226,73.85237192877541,1846,1822,1846,1893,1971,2006.2000000000005,876,1195,1005.3333333333333,94.87301454517448,998,959,998,1068,1153.4,1186.6799999999996,259.5555555555557,477,614.6666666666665,1571.888888888889,1858.2222222222226,1005.3333333333333,12886094,32953645,25573030,38956441,30231381,11821588,21076171,16355748,6395702,5410189,2328320,5341797,42394332,-1255729,1255729,2197205,-836979,1094000,1668140,957000,1997912,4379863,5995724,,,,,,
6,amg08.2012,20120622,134.0886916313465,-16.5693192,997.5246428571428,1084.7025,4238.167500000001,13788.0225,10455.6375,18026.19,6060.915,29521.8,2122.3928571428573,2213.678571428572,8649.321429,28138.821428571428,21338.035714285714,36788.142857142855,12369.214285714286,60248.57142857143,POINT (134.0886916313465 -16.56931920464764),22/06/2012,2012,1,16,0,10,4.375,70,4.960783708246106,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,20120101,20121231,1/01/2012,31/12/2012,1.4400000000000002,0,0,0,0,0,0,0,0,0,43.75,0,0,0,no fire,0,no fire,0,0,25,15.5,0,0,0,2012,768.3000000000005,2.2934328358208957,10.778330327315098,15/06/2012,643.1999999999846,1.7573770491802865,11.778995975351298,15/06/2012,325.30000000000007,214.9,72.30000000000003,170.4,132.90000000000003,635.4000000000002,768.3000000000004,15/06/2012,280.2,271.09999999999445,1.2999999999997272,99.79999999999744,3.199999999999364,639.9999999999853,643.1999999999847,15/06/2012,0,0.8,27,5,3301.5,3376.5,50,62,57.22222222222222,3.0102704853653477,58,57,58,58,60.8,61.76,3,3,4,1,102.78447723388672,105.64913940429688,103.42442830403644,0.8350794712530738,103.13644409179688,102.99604034423828,103.13644409179688,103.34928894042969,104.91175231933592,105.50166198730469,106.77748107910156,110.15691375732422,107.58534071180556,1.043575414,107.1794204711914,106.83809661865234,107.1794204711914,108.05868530273438,109.39625396728516,110.0047817993164,136.73872375488278,152.5245361328125,144.8539784749349,4.841827163441901,144.3368377685547,141.8648681640625,144.3368377685547,146.95941162109375,151.89783935546876,152.39919677734378,1/01/2012,112.0810547,118.46038818359376,113.893553,1.8727111911129688,112.92491149902344,112.60807037353516,112.92491149902344,114.58934020996094,116.98411865234371,118.16513427734377,3,3,73,83,79.22222222222223,2.5724082006200497,80,79,80,80,82.19999999999997,82.84,117,189,159.33333333333331,1,5,3.333333333333333,1.1547005383792517,4,3,4,4,4.6,4.92,48,57,53.33333333333334,2.309401076758504,54,53,54,54,56.2,56.84,39,48,41.77777777777778,2.3934065809486684,41,41,41,42,45.6,47.52,19.62990915244728,166,150,166,168,182.6,187.72000000000003,293,349,317.22222222222223,22.014024710411707,314,298,314,341,348.20000000000016,348.84,264,356,307.77777777777777,32.01311459656557,303,290,303,335,355.6,355.92,1383,1562,1449.4444444444446,53.398108811936005,1448,1409,1448,1466,1540,1557.6,1123,1268,1179.3333333333333,46.657141885127174,1179,1139,1179,1210,1247.1999999999996,1263.84,518,610,578.3333333333334,24.926558794453225,587,567,587,594,604,608.8,159.33333333333331,317.22222222222223,307.77777777777777,1449.4444444444446,1179.3333333333333,578.3333333333334,9702277,45691769,47093863,37176883,38317690,8136451,18231173,18790614,3990034,4903901,2509607,6409966,44267830,160256,-160256,4296991,1027397,1132000,2118919,1142000,2535524,6503417,11725261,,,,,,
7,amg10.2012,20120622,134.18768033424186,-16.41559201,110.51714285714284,120.036,418.796,1304.1,993.9160000000003,1722.896,591.864,2832.032,235.14285714285717,244.97142857142856,854.6857142857143,2661.4285714285706,2028.4000000000005,3516.114285714286,1207.8857142857146,5779.657142857142,POINT (134.1876803342419 -16.41559201378762),22/06/2012,2012,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20120101,20121231,1/01/2012,31/12/2012,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no fire,0,no fire,0.62,5,2,4.366666666666666,3.768,0.127,0.001,2012,804.7000000000006,2.373746312684365,10.848434012999844,15/06/2012,657.4999999999818,1.7964480874316446,11.740482851668764,15/06/2012,335.4,224.6,80.80000000000003,180.2,149.00000000000003,655.6999999999998,804.7000000000005,15/06/2012,317.69999999999214,255.29999999999336,1.5999999999994543,102.69999999999708,4.7999999999992715,652.6999999999825,657.4999999999818,15/06/2012,0,0.9,27.3,5.300000000000002,3302.1,3376.5,8,23,16.75,4.643543905251677,16.5,14,16.5,20.5,23,23,2,1,1,3,101.89759826660156,103.44187927246094,102.58632564544678,0.4957863248950141,102.5451889038086,102.20415878295898,102.5451889038086,102.87055778503418,103.41361808776855,103.43622703552246,103.03057098388672,106.96942138671876,104.33070516586305,1.0081450996226555,104.19456481933594,103.54935836791992,104.19456481933594,104.77087211608887,106.09016609191895,106.79357032775879,145.66397094726562,183.4222717285156,161.32606792449948,10.927742702152171,159.0872802734375,152.14854049682614,159.0872802734375,170.73141479492188,180.9972686767578,182.9372711181641,1/01/2012,107.6927719116211,113.21036529541016,110.10146,1.5809356468594864,110.09810256958008,108.8590087890625,110.09810256958008,110.69869995117188,112.87164306640624,113.14262084960936,2,2,14,39,29.1875,7.510149382668763,29,25,29,35.5,39,39,293,410,364.41666666666674,1,4,2.25,0.9242113755341179,2,1.75,2,3,3.45,3.890000000000001,19,26,22.5,2.1408720964441885,22,21,22,24.25,25.45,25.89,70,76,73.75,1.9632031648982908,74.5,73,74.5,75,76,76,29.70818723666741,367,349.25,367,383.5,402.85,408.57000000000005,566,649,610.4166666666665,23.725718581788463,614.5,590.75,614.5,628,642.95,647.7900000000002,786,924,851.1666666666664,45.13652130543022,843.5,811.5,843.5,894.25,912.45,921.69,1823,2066,1964.333333333333,69.00040257531514,1969.5,1928.75,1969.5,2023.75,2051.7,2063.14,2435,2667,2586.583333333333,71.83483177091428,2614.5,2537.25,2614.5,2646.25,2663.15,2666.23,1353,1673,1550.833333333333,89.27843462387146,1583,1490,1583,1611.5,1647.7,1667.94,364.41666666666674,610.4166666666665,851.1666666666664,1964.333333333333,2586.583333333333,1550.833333333333,13944027,32180205,23078128,42374061,30388682,13167741,25406143,18220090,7894960,5995683,2681542,5260295,44917065,-1649555,1649555,1178145,-1367033,1354000,1841765,1113000,2136276,3953819,5191686,,,,,,
